V_tot T fraction 
0.0003 200.0 0.9923689353465301
0.00031428571428571427 200.0 0.9932135471488848
0.0003285714285714285 200.0 0.993914169463474
0.00034285714285714285 200.0 0.9945029037555652
0.00035714285714285714 200.0 0.9950032789197282
0.0003714285714285714 200.0 0.9954328605355123
0.00038571428571428567 200.0 0.9958049826722091
0.00039999999999999996 200.0 0.9961299214736256
0.00041428571428571426 200.0 0.9964157059746221
0.00042857142857142855 200.0 0.9966686884029637
0.00044285714285714284 200.0 0.9968939520076524
0.00045714285714285713 200.0 0.9970956071993786
0.00047142857142857137 200.0 0.9972770096556546
0.0004857142857142857 200.0 0.9974409230719737
0.0005 200.0 0.9975896420909094
0.0005142857142857143 200.0 0.997725086204652
0.0005285714285714286 200.0 0.9978488722396713
0.0005428571428571429 200.0 0.9979623708564287
0.0005571428571428572 200.0 0.9980667509911478
0.0005714285714285715 200.0 0.9981630151108081
0.0005857142857142858 200.0 0.9982520274032137
0.0006 200.0 0.9983345364861415
0.0006142857142857142 200.0 0.9984111938293103
0.0006285714285714286 200.0 0.9984825687968788
0.0006428571428571428 200.0 0.9985491610065189
0.0006571428571428572 200.0 0.9986114105430499
0.0006714285714285714 200.0 0.9986697064456047
0.0006857142857142857 200.0 0.9987243937969154
0.0006999999999999999 200.0 0.9987757796741754
0.0007142857142857143 200.0 0.9988241381676567
0.0007285714285714287 200.0 0.9988697146319158
0.0007428571428571429 200.0 0.9989127293021223
0.0007571428571428572 200.0 0.9989533803826786
0.0007714285714285713 200.0 0.9989918466952162
0.0007857142857142857 200.0 0.9990282899571042
0.0007999999999999999 200.0 0.9990628567488498
0.0008142857142857143 200.0 0.9990956802185185
0.0008285714285714285 200.0 0.9991268815630142
0.0008428571428571428 200.0 0.9991565713193615
0.0008571428571428571 200.0 0.9991848504936302
0.0008714285714285715 200.0 0.9992118115506848
0.0008857142857142858 200.0 0.9992375392842411
0.0009 200.0 0.9992621115836757
0.0009142857142857143 200.0 0.9992856001115143
0.0009285714285714286 200.0 0.9993080709034293
0.000942857142857143 200.0 0.99932958490083
0.0009571428571428571 200.0 0.9993501984246588
0.0009714285714285714 200.0 0.9993699635977857
0.0009857142857142857 200.0 0.9993889287223452
0.001 200.0 0.9994071386174925
0.0003 199.18367346938774 0.9918478204231469
0.00031428571428571427 199.18367346938774 0.9927676741988828
0.0003285714285714285 199.18367346938774 0.9935277036676439
0.00034285714285714285 199.18367346938774 0.9941640933806825
0.00035714285714285714 199.18367346938774 0.9947032485842744
0.0003714285714285714 199.18367346938774 0.9951647984298724
0.00038571428571428567 199.18367346938774 0.9955635829969708
0.00039999999999999996 199.18367346938774 0.9959109951863139
0.00041428571428571426 199.18367346938774 0.9962159044863671
0.00042857142857142855 199.18367346938774 0.9964853043624967
0.00044285714285714284 199.18367346938774 0.9967247735491506
0.00045714285714285713 199.18367346938774 0.9969388098389975
0.00047142857142857137 199.18367346938774 0.9971310750832997
0.0004857142857142857 199.18367346938774 0.9973045774175466
0.0005 199.18367346938774 0.9974618084717035
0.0005142857142857143 199.18367346938774 0.997604847870867
0.0005285714285714286 199.18367346938774 0.9977354436731304
0.0005428571428571429 199.18367346938774 0.997855074900521
0.0005571428571428572 199.18367346938774 0.997965000599698
