V_tot T fraction 
0.0003 200.0 0.007631064653469884
0.00031428571428571427 200.0 0.006786452851115227
0.0003285714285714285 200.0 0.006085830536526008
0.00034285714285714285 200.0 0.0054970962444348265
0.00035714285714285714 200.0 0.004996721080271788
0.0003714285714285714 200.0 0.004567139464487699
0.00038571428571428567 200.0 0.004195017327790935
0.00039999999999999996 200.0 0.003870078526374397
0.00041428571428571426 200.0 0.0035842940253778114
0.00042857142857142855 200.0 0.0033313115970362494
0.00044285714285714284 200.0 0.003106047992347562
0.00045714285714285713 200.0 0.002904392800621349
0.00047142857142857137 200.0 0.002722990344345465
0.0004857142857142857 200.0 0.00255907692802623
0.0005 200.0 0.0024103579090906015
0.0005142857142857143 200.0 0.0022749137953480157
0.0005285714285714286 200.0 0.002151127760328648
0.0005428571428571429 200.0 0.0020376291435713193
0.0005571428571428572 200.0 0.0019332490088521746
0.0005714285714285715 200.0 0.0018369848891919714
0.0005857142857142858 200.0 0.0017479725967862875
0.0006 200.0 0.0016654635138585669
0.0006142857142857142 200.0 0.0015888061706896424
0.0006285714285714286 200.0 0.001517431203121163
0.0006428571428571428 200.0 0.0014508389934810885
0.0006571428571428572 200.0 0.0013885894569501094
0.0006714285714285714 200.0 0.0013302935543953356
0.0006857142857142857 200.0 0.001275606203084664
0.0006999999999999999 200.0 0.0012242203258246156
0.0007142857142857143 200.0 0.001175861832343277
0.0007285714285714287 200.0 0.0011302853680842427
0.0007428571428571429 200.0 0.0010872706978777807
0.0007571428571428572 200.0 0.0010466196173214
0.0007714285714285713 200.0 0.001008153304783812
0.0007857142857142857 200.0 0.0009717100428958113
0.0007999999999999999 200.0 0.0009371432511502351
0.0008142857142857143 200.0 0.0009043197814815151
0.0008285714285714285 200.0 0.0008731184369857885
0.0008428571428571428 200.0 0.0008434286806384725
0.0008571428571428571 200.0 0.0008151495063698339
0.0008714285714285715 200.0 0.000788188449315146
0.0008857142857142858 200.0 0.0007624607157588881
0.0009 200.0 0.0007378884163242828
0.0009142857142857143 200.0 0.0007143998884856234
0.0009285714285714286 200.0 0.0006919290965707087
0.000942857142857143 200.0 0.0006704150991700381
0.0009571428571428571 200.0 0.0006498015753411906
0.0009714285714285714 200.0 0.0006300364022142848
0.0009857142857142857 200.0 0.00061107127765486
0.001 200.0 0.0005928613825074199
0.0003 199.18367346938774 0.008152179576853049
0.00031428571428571427 199.18367346938774 0.007232325801117203
0.0003285714285714285 199.18367346938774 0.006472296332356113
0.00034285714285714285 199.18367346938774 0.005835906619317504
0.00035714285714285714 199.18367346938774 0.0052967514157256385
0.0003714285714285714 199.18367346938774 0.004835201570127594
0.00038571428571428567 199.18367346938774 0.004436417003029229
0.00039999999999999996 199.18367346938774 0.00408900481368616
0.00041428571428571426 199.18367346938774 0.0037840955136328827
0.00042857142857142855 199.18367346938774 0.003514695637503238
0.00044285714285714284 199.18367346938774 0.0032752264508494333
