V_tot T iterations 
0.0003 200.0 8.0
0.00031428571428571427 200.0 8.0
0.0003285714285714285 200.0 8.0
0.00034285714285714285 200.0 8.0
0.00035714285714285714 200.0 7.0
0.0003714285714285714 200.0 7.0
0.00038571428571428567 200.0 7.0
0.00039999999999999996 200.0 7.0
0.00041428571428571426 200.0 8.0
0.00042857142857142855 200.0 7.0
0.00044285714285714284 200.0 6.0
0.00045714285714285713 200.0 8.0
0.00047142857142857137 200.0 6.0
0.0004857142857142857 200.0 7.0
0.0005 200.0 7.0
0.0005142857142857143 200.0 6.0
0.0005285714285714286 200.0 7.0
0.0005428571428571429 200.0 8.0
0.0005571428571428572 200.0 9.0
0.0005714285714285715 200.0 6.0
0.0005857142857142858 200.0 6.0
0.0006 200.0 5.0
0.0006142857142857142 200.0 5.0
0.0006285714285714286 200.0 5.0
0.0006428571428571428 200.0 5.0
0.0006571428571428572 200.0 6.0
0.0006714285714285714 200.0 5.0
0.0006857142857142857 200.0 5.0
0.0006999999999999999 200.0 7.0
0.0007142857142857143 200.0 6.0
0.0007285714285714287 200.0 7.0
0.0007428571428571429 200.0 6.0
0.0007571428571428572 200.0 8.0
0.0007714285714285713 200.0 6.0
0.0007857142857142857 200.0 6.0
0.0007999999999999999 200.0 8.0
0.0008142857142857143 200.0 6.0
0.0008285714285714285 200.0 9.0
0.0008428571428571428 200.0 8.0
0.0008571428571428571 200.0 6.0
0.0008714285714285715 200.0 6.0
0.0008857142857142858 200.0 6.0
0.0009 200.0 6.0
0.0009142857142857143 200.0 8.0
0.0009285714285714286 200.0 8.0
0.000942857142857143 200.0 14.0
0.0009571428571428571 200.0 7.0
0.0009714285714285714 200.0 8.0
0.0009857142857142857 200.0 7.0
0.001 200.0 8.0
0.0003 199.18367346938774 8.0
0.00031428571428571427 199.18367346938774 8.0
0.0003285714285714285 199.18367346938774 8.0
0.00034285714285714285 199.18367346938774 8.0
0.00035714285714285714 199.18367346938774 9.0
0.0003714285714285714 199.18367346938774 7.0
0.00038571428571428567 199.18367346938774 7.0
0.00039999999999999996 199.18367346938774 7.0
0.00041428571428571426 199.18367346938774 8.0
0.00042857142857142855 199.18367346938774 7.0
0.00044285714285714284 199.18367346938774 7.0
0.00045714285714285713 199.18367346938774 6.0
0.00047142857142857137 199.18367346938774 7.0
0.0004857142857142857 199.18367346938774 6.0
0.0005 199.18367346938774 8.0
0.0005142857142857143 199.18367346938774 6.0
0.0005285714285714286 199.18367346938774 9.0
0.0005428571428571429 199.18367346938774 6.0
0.0005571428571428572 199.18367346938774 7.0
0.0005714285714285715 199.18367346938774 5.0
0.0005857142857142858 199.18367346938774 5.0
0.0006 199.18367346938774 6.0
0.0006142857142857142 199.18367346938774 5.0
0.0006285714285714286 199.18367346938774 5.0
0.0006428571428571428 199.18367346938774 5.0
0.0006571428571428572 199.18367346938774 5.0
0.0006714285714285714 199.18367346938774 6.0
0.0006857142857142857 199.18367346938774 6.0
0.0006999999999999999 199.18367346938774 9.0
0.0007142857142857143 199.18367346938774 6.0
0.0007285714285714287 199.18367346938774 5.0
0.0007428571428571429 199.18367346938774 6.0
0.0007571428571428572 199.18367346938774 6.0
0.0007714285714285713 199.18367346938774 6.0
0.0007857142857142857 199.18367346938774 6.0
0.0007999999999999999 199.18367346938774 10.0
0.0008142857142857143 199.18367346938774 6.0
0.0008285714285714285 199.18367346938774 6.0
0.0008428571428571428 199.18367346938774 6.0
0.0008571428571428571 199.18367346938774 6.0
0.0008714285714285715 199.18367346938774 6.0
0.0008857142857142858 199.18367346938774 6.0
0.0009 199.18367346938774 7.0
0.0009142857142857143 199.18367346938774 7.0
0.0009285714285714286 199.18367346938774 7.0
0.000942857142857143 199.18367346938774 7.0
0.0009571428571428571 199.18367346938774 6.0
0.0009714285714285714 199.18367346938774 7.0
0.0009857142857142857 199.18367346938774 7.0
0.001 199.18367346938774 7.0
0.0003 198.36734693877548 8.0
0.00031428571428571427 198.36734693877548 9.0
0.0003285714285714285 198.36734693877548 8.0
0.00034285714285714285 198.36734693877548 9.0
0.00035714285714285714 198.36734693877548 7.0
0.0003714285714285714 198.36734693877548 7.0
0.00038571428571428567 198.36734693877548 7.0
0.00039999999999999996 198.36734693877548 7.0
0.00041428571428571426 198.36734693877548 7.0
0.00042857142857142855 198.36734693877548 7.0
0.00044285714285714284 198.36734693877548 7.0
0.00045714285714285713 198.36734693877548 6.0
0.00047142857142857137 198.36734693877548 6.0
0.0004857142857142857 198.36734693877548 6.0
0.0005 198.36734693877548 6.0
0.0005142857142857143 198.36734693877548 6.0
0.0005285714285714286 198.36734693877548 6.0
0.0005428571428571429 198.36734693877548 7.0
0.0005571428571428572 198.36734693877548 7.0
0.0005714285714285715 198.36734693877548 5.0
0.0005857142857142858 198.36734693877548 5.0
0.0006 198.36734693877548 5.0
0.0006142857142857142 198.36734693877548 5.0
0.0006285714285714286 198.36734693877548 5.0
0.0006428571428571428 198.36734693877548 5.0
0.0006571428571428572 198.36734693877548 5.0
0.0006714285714285714 198.36734693877548 5.0
0.0006857142857142857 198.36734693877548 8.0
0.0006999999999999999 198.36734693877548 5.0
0.0007142857142857143 198.36734693877548 6.0
0.0007285714285714287 198.36734693877548 6.0
0.0007428571428571429 198.36734693877548 6.0
0.0007571428571428572 198.36734693877548 7.0
0.0007714285714285713 198.36734693877548 8.0
0.0007857142857142857 198.36734693877548 6.0
0.0007999999999999999 198.36734693877548 7.0
0.0008142857142857143 198.36734693877548 6.0
0.0008285714285714285 198.36734693877548 9.0
0.0008428571428571428 198.36734693877548 6.0
0.0008571428571428571 198.36734693877548 9.0
0.0008714285714285715 198.36734693877548 6.0
0.0008857142857142858 198.36734693877548 6.0
0.0009 198.36734693877548 6.0
0.0009142857142857143 198.36734693877548 6.0
0.0009285714285714286 198.36734693877548 6.0
0.000942857142857143 198.36734693877548 7.0
0.0009571428571428571 198.36734693877548 7.0
0.0009714285714285714 198.36734693877548 7.0
0.0009857142857142857 198.36734693877548 7.0
0.001 198.36734693877548 9.0
0.0003 197.55102040816325 8.0
0.00031428571428571427 197.55102040816325 9.0
0.0003285714285714285 197.55102040816325 8.0
0.00034285714285714285 197.55102040816325 8.0
0.00035714285714285714 197.55102040816325 8.0
0.0003714285714285714 197.55102040816325 9.0
0.00038571428571428567 197.55102040816325 8.0
0.00039999999999999996 197.55102040816325 9.0
0.00041428571428571426 197.55102040816325 7.0
0.00042857142857142855 197.55102040816325 7.0
0.00044285714285714284 197.55102040816325 8.0
0.00045714285714285713 197.55102040816325 6.0
0.00047142857142857137 197.55102040816325 9.0
0.0004857142857142857 197.55102040816325 7.0
0.0005 197.55102040816325 6.0
0.0005142857142857143 197.55102040816325 7.0
0.0005285714285714286 197.55102040816325 6.0
0.0005428571428571429 197.55102040816325 6.0
0.0005571428571428572 197.55102040816325 6.0
0.0005714285714285715 197.55102040816325 5.0
0.0005857142857142858 197.55102040816325 5.0
0.0006 197.55102040816325 5.0
0.0006142857142857142 197.55102040816325 5.0
0.0006285714285714286 197.55102040816325 6.0
0.0006428571428571428 197.55102040816325 5.0
0.0006571428571428572 197.55102040816325 6.0
0.0006714285714285714 197.55102040816325 5.0
0.0006857142857142857 197.55102040816325 6.0
0.0006999999999999999 197.55102040816325 8.0
0.0007142857142857143 197.55102040816325 5.0
0.0007285714285714287 197.55102040816325 6.0
0.0007428571428571429 197.55102040816325 6.0
0.0007571428571428572 197.55102040816325 8.0
0.0007714285714285713 197.55102040816325 6.0
0.0007857142857142857 197.55102040816325 6.0
0.0007999999999999999 197.55102040816325 9.0
0.0008142857142857143 197.55102040816325 6.0
0.0008285714285714285 197.55102040816325 6.0
0.0008428571428571428 197.55102040816325 6.0
0.0008571428571428571 197.55102040816325 6.0
0.0008714285714285715 197.55102040816325 7.0
0.0008857142857142858 197.55102040816325 6.0
0.0009 197.55102040816325 6.0
0.0009142857142857143 197.55102040816325 6.0
0.0009285714285714286 197.55102040816325 7.0
0.000942857142857143 197.55102040816325 8.0
0.0009571428571428571 197.55102040816325 6.0
0.0009714285714285714 197.55102040816325 8.0
0.0009857142857142857 197.55102040816325 8.0
0.001 197.55102040816325 7.0
0.0003 196.73469387755102 9.0
0.00031428571428571427 196.73469387755102 9.0
0.0003285714285714285 196.73469387755102 8.0
0.00034285714285714285 196.73469387755102 8.0
0.00035714285714285714 196.73469387755102 8.0
0.0003714285714285714 196.73469387755102 8.0
0.00038571428571428567 196.73469387755102 7.0
0.00039999999999999996 196.73469387755102 7.0
0.00041428571428571426 196.73469387755102 7.0
0.00042857142857142855 196.73469387755102 7.0
0.00044285714285714284 196.73469387755102 7.0
0.00045714285714285713 196.73469387755102 6.0
0.00047142857142857137 196.73469387755102 7.0
0.0004857142857142857 196.73469387755102 6.0
0.0005 196.73469387755102 6.0
0.0005142857142857143 196.73469387755102 6.0
0.0005285714285714286 196.73469387755102 6.0
0.0005428571428571429 196.73469387755102 6.0
0.0005571428571428572 196.73469387755102 6.0
0.0005714285714285715 196.73469387755102 6.0
0.0005857142857142858 196.73469387755102 5.0
0.0006 196.73469387755102 6.0
0.0006142857142857142 196.73469387755102 5.0
0.0006285714285714286 196.73469387755102 5.0
0.0006428571428571428 196.73469387755102 5.0
0.0006571428571428572 196.73469387755102 5.0
0.0006714285714285714 196.73469387755102 5.0
0.0006857142857142857 196.73469387755102 5.0
0.0006999999999999999 196.73469387755102 6.0
0.0007142857142857143 196.73469387755102 5.0
0.0007285714285714287 196.73469387755102 5.0
0.0007428571428571429 196.73469387755102 6.0
0.0007571428571428572 196.73469387755102 6.0
0.0007714285714285713 196.73469387755102 6.0
0.0007857142857142857 196.73469387755102 6.0
0.0007999999999999999 196.73469387755102 6.0
0.0008142857142857143 196.73469387755102 6.0
0.0008285714285714285 196.73469387755102 6.0
0.0008428571428571428 196.73469387755102 6.0
0.0008571428571428571 196.73469387755102 6.0
0.0008714285714285715 196.73469387755102 6.0
0.0008857142857142858 196.73469387755102 8.0
0.0009 196.73469387755102 6.0
0.0009142857142857143 196.73469387755102 7.0
0.0009285714285714286 196.73469387755102 6.0
0.000942857142857143 196.73469387755102 7.0
0.0009571428571428571 196.73469387755102 6.0
0.0009714285714285714 196.73469387755102 7.0
0.0009857142857142857 196.73469387755102 8.0
0.001 196.73469387755102 11.0
