140.27829566250114 -79349.33488269564
140.81354272592347 -79274.01223917912
141.31947638422557 -79204.57051092164
141.79905617996448 -79140.33410342109
142.2548268183285 -79080.72659455577
142.68898952982892 -79025.25356560049
143.1034595517039 -78973.48871727692
143.49991254830692 -78925.06262702025
143.87982226595105 -78879.65361459384
144.24449124363338 -78836.98028776479
144.59507600818094 -78796.79542863123
144.9326078696003 -78758.88095321677
145.25801018828594 -78723.04373394573
145.572112796878 -78689.11211921292
145.8756641138653 -78656.93301899025
146.16934137357157 -78626.36945244073
146.4537593100946 -78597.29847457698
146.72947756509967 -78569.6094154735
146.99700703650242 -78543.20237847393
147.2568153435612 -78517.98695403255
147.50933155112168 -78493.88111391
147.754950269722 -78470.81025687746
147.99403522748275 -78448.70638223371
148.2269223930226 -78427.50737157966
148.45392271516414 -78407.15636264019
148.67532453427802 -78387.60120164181
148.89139571119384 -78368.79396296613
149.10238551231424 -78350.69052661696
149.30852628356143 -78333.25020552968
149.51003494081408 -78316.43541598404
149.70711430037215 -78300.21138540492
149.89995426955304 -78284.54589268642
150.08873291463695 -78269.40903688449
150.2736174209717 -78254.77303072088
150.45476495800284 -78240.61201584137
150.63232346027343 -78226.90189719657
150.8064323339716 -78213.62019426822
150.97722309736366 -78200.7459071737
151.14481996237242 -78188.25939593487
151.3093403636656 -78176.14227142447
151.47089544081715 -78164.3772966881
151.62959047844035 -78152.94829750634
151.78552530860202 -78141.84008120016
151.93879467932487 -78131.03836280417
152.08948859254164 -78120.5296978376
152.23769261448362 -78110.30142099208
152.38348816115692 -78100.34159013734
152.5269527612592 -78090.63893511103
152.66816029864316 -78081.18281082224
152.8071812362025 -78071.9631542488


139.70093112821343 -79492.75897130274
140.24866069978887 -79414.60696369626
140.76542331355557 -79342.69699558182
141.25446257175037 -79276.29306975876
141.7185516260143 -79214.7698764505
142.16007566038053 -79157.59341231445
142.58109860859096 -79104.30522101493
142.98341697466165 -79054.50962763437
143.36860331145505 -79007.86339438055
143.73804147728487 -78964.06731490172
144.09295537090654 -78922.85935539141
144.43443248625252 -78884.00903034504
144.7634433375745 -78847.31276645066
145.08085757656656 -78812.59006047674
145.38745744491027 -78779.68027818957
145.68394906793077 -78748.43997345494
145.97097198864628 -78718.74063168751
146.24910725915356 -78690.46676129878
146.51888434235627 -78663.51427201493
146.78078702717227 -78637.78909087183
147.03525852125986 -78613.20597609405
147.28270585449286 -78589.68749650287
147.5235037019786 -78567.16315001379
147.757997715949 -78545.56859951268
147.9865074402464 -78524.8450081976
148.20932886854933 -78504.93845954021
148.42673669729285 -78485.79944950803
148.63898631594208 -78467.3824407169
148.84631557048434 -78449.64546984174
149.04894633042326 -78432.54980097985
149.24708588494613 -78416.0596187886
149.44092819010567 -78400.14175615238
149.63065498567184 -78384.7654519138
149.81643679764056 -78369.90213485355
149.9984338401448 -78355.52523064823
150.176796828625 -78341.60998899501
150.35166771452108 -78328.1333284794
150.5231803503848 -78315.07369708974
150.69146109316588 -78302.41094656344
150.85662935242632 -78290.12621898363
151.01879808940413 -78278.20184425269
151.1780742721081 -78266.62124723998
151.3345592910084 -78255.36886355169
151.48834933933944 -78244.43006300121
151.6395357615649 -78233.79107996706
151.78820537314826 -78223.43894992473
151.93444075441025 -78213.36145152025
152.0783205209556 -78203.54705362766
152.2199195728679 -78193.9848668957
152.35930932464368 -78184.66459934371


139.07805752921905 -79644.50188212145
139.6424382693934 -79562.65550624416
140.1735713643567 -79487.54171664854
140.67508896236075 -79418.34294597428
141.1500823198887 -79354.36664381613
141.60119526912834 -79295.02383220643
142.0307017209791 -79239.81121662233
142.44056893728882 -79188.29650912837
142.8325088526731 -79140.10647536442
143.20801965742407 -79094.91721879705
143.56841956047276 -79052.44627329358
143.91487431261172 -79012.44614676059
144.2484197570641 -78974.69902675963
144.5699804100487 -78939.0124175809
144.88038486024567 -78905.21552618308
145.18037860718908 -78873.15625265453
145.47063482669986 -78842.69867097677
145.7517634489193 -78813.720909463
146.0243188548693 -78786.11335868524
146.28880643550477 -78759.77714913475
146.54568820887036 -78734.62285217912
146.79538765308226 -78710.56936679402
147.0382938830108 -78687.54296159497
147.27476527491686 -78665.47644729343
147.50513262449738 -78644.30845917355
147.72970190874906 -78623.9828327687
147.94875670996302 -78604.44805881311
148.16256035037458 -78585.65680588187
148.37135777803866 -78567.56550104244
148.57537723800402 -78550.133960399
148.77483175752297 -78533.32506269259
148.96992046963402 -78517.10446017573
149.1608297958113 -78501.44032185833
149.3477345053387 -78486.30310494691
149.53079866653286 -78471.66535090991
149.71017650281664 -78457.50150311101
149.8860131648468 -78443.78774338038
150.0584454283952 -78430.5018452575
150.22760232639033 -78417.62304194366
150.3936057224404 -78405.13190726536
150.55657083222135 -78393.0102481688
150.7166066983178 -78381.24100745854
150.87381662341215 -78369.80817565306
151.02829856613687 -78358.6967109728
151.1801455033762 -78347.89246659324
151.32944576238154 -78337.3821244038
151.47628332565986 -78327.15313459936
